facilityInternal,agencyInternal,stateInternal,company,createdAt,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state
"Whiteville Correctional Facility","Arizona - La Palma Correctional Center","TN","ICS","2021-01-07T21:14:36.761Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Arizona - La Palma Correctional Center","TN","ICS","2021-01-07T21:14:40.039Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Arizona - La Palma Correctional Center","TN","ICS","2021-01-07T21:14:44.766Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Arizona - La Palma Correctional Center","TN","ICS","2021-01-07T21:14:56.497Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:09.571Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:16.059Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:24.993Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:29.154Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:33.762Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
"Whiteville Correctional Facility","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:37.952Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:41.154Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:45.068Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Kansas - Leavenworth Detention Center","TN","ICS","2021-01-07T21:15:56.785Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:11.671Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:18.574Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:27.961Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:31.963Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:34.949Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
"Whiteville Correctional Facility","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:38.261Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:42.451Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:46.485Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Mississippi - Tallahatchie County Correctional Facility","TN","ICS","2021-01-07T21:16:59.471Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:13.072Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:20.966Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:30.402Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:34.970Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:39.497Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
"Whiteville Correctional Facility","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:43.976Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:48.974Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:17:53.246Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Mississippi - Tallahatchie WYDOC","TN","ICS","2021-01-07T21:18:04.175Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:17.558Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:24.377Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:33.160Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:38.875Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:43.167Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
"Whiteville Correctional Facility","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:47.248Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:51.261Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:18:55.263Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Mississippi - Tallahatchie SCDOC","TN","ICS","2021-01-07T21:19:09.068Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:23.174Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:31.804Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:37.465Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:40.852Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:44.861Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
"Whiteville Correctional Facility","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:49.151Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:53.873Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:19:57.968Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Mississippi - Tallahatchie ICE","TN","ICS","2021-01-07T21:20:09.669Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:23.961Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:30.485Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:37.652Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:41.953Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:46.140Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
"Whiteville Correctional Facility","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:50.282Z","Whiteville Correctional Facility","1440 Union Springs Rd, Whiteville, TN 38075, United States","-89.15293670000001","35.2991468","Hardeman County","ChIJz_e_3_TzfogRKu11r0EZw2o","TN"
"Tallahatchie County Correctional Facility","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:54.866Z","Tallahatchie County Correction","415 US 49, Tutwiler, MS 38963, United States","-90.44626319999999","34.0269812","Tallahatchie County","ChIJj0J2RqHvKoYRos8aPbwvSxg","TN"
"Tallahatchie ICE","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:20:58.766Z","US Marshal Department","111 S Highland Ave #214, Jackson, TN 38301, United States","-88.819711","35.6133233","Madison County","ChIJERjNJfugfogRp0-yH8v3jDc","TN"
"Nevada Southern Detention Center","Mississippi - Tallahatchie VTDOC","TN","ICS","2021-01-07T21:21:11.266Z","Nevada Southern Detention Center","2190 E Mesquite Ave, Pahrump, NV 89060, United States","-115.9769898","36.2527907","Nye County","ChIJISE2b-Y2xoARe1__mRxeaEo","TN"
"Leavenworth Detention Center","Mississippi - Tallahatchie PRDOC","TN","ICS","2021-01-07T21:21:27.266Z","Corrections Corporation of America","100 Hwy Terrace, Leavenworth, KS 66048, United States","-94.8920222","39.2724963","Leavenworth County","ChIJbSkMMjNjwIcRb-nLNXdUCMo","TN"
"Silverdale Detention Facilities","Mississippi - Tallahatchie PRDOC","TN","ICS","2021-01-07T21:21:34.463Z","Silverdale Detentions Facilities","7609 Standifer Gap Rd, Chattanooga, TN 37421, United States","-85.1334153","35.0509755","Hamilton County","ChIJu2CQUw1jYIgRpNzl5CQzuV8","TN"
"Hardeman County Correctional Center","Mississippi - Tallahatchie PRDOC","TN","ICS","2021-01-07T21:21:42.694Z","Hardeman County Correctional","2520 Union Springs Rd, Whiteville, TN 38075, United States","-89.1600838","35.2872178","Hardeman County","ChIJmXcodRH0fogRyVV7eNdA6_g","TN"
"La Palma Correctional Center","Mississippi - Tallahatchie PRDOC","TN","ICS","2021-01-07T21:21:46.586Z","Lois M De Berry Special Needs","7575 Cockrill Bend Blvd, Nashville, TN 37209, United States","-86.90003589999999","36.1909297","Davidson County","ChIJx5biZytgZIgRoew0otBM6l0","TN"
"West Tennessee Detention Facility","Mississippi - Tallahatchie PRDOC","TN","ICS","2021-01-07T21:21:50.908Z","West Tennessee Detention Facility","6299 Finde Naifeh Dr, Mason, TN 38049, United States","-89.5483177","35.4064431","Tipton County","ChIJTeudS6caf4gRFv4Dc3L3eH4","TN"
