uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,g_name_sim,internal_name_sim,max_name_similarity,hidden,HIFLDID,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override,facilityInternal_x,SHAPE_Length,facilityInternal_y,googlePlaceName_x,googlePlaceName_y
23f1231e824215,CLINTON COUNTY ADULT DETENTION,,,OH,SECURUS,9300.0,2021-01-09T00:53:50.100Z,,,CLINTON COUNTY SHERIFF'S OFFICE,"1645 Davids Dr, Wilmington, OH 45177, United States",-83.81589020000001,39.4193479,Clinton County,ChIJmXh_Fo7GQIgREGlKk9qqw7E,OH,88.0,44.0,88.0,False,10005435,,,,,,,,,,,,,,,
7e6a9d46b8f472,NORTH ROYALTON CITY POLICE DEPT,,,OH,SECURUS,9294.0,2021-01-09T01:00:27.605Z,,,NORTH ROYALTON POLICE DEPARTMENT,"14000 Bennett Rd, Cleveland, OH 44133, United States",-81.73785579999999,41.314151,Cuyahoga County,ChIJD0XPfdLpMIgRMoG3k7SLg_4,OH,74.0,88.0,88.0,False,10005944,,,,,,,,,,,,,,,
b0c0a881c60aec,NORTHLAKE DETENTION WA DOC,GEO_Group MI-Northlake Detention (BOP),,MI,GTL,,2021-04-04T13:52:05.744Z,,,NORTHLAKE CORRECTIONAL FACILITY,"1805 W 32nd St, Baldwin, MI 49304, United States",-85.8392868,43.9285507,Lake County,ChIJBdWWghnEHogRjPY0Safo34w,MI,89.0,42.0,89.0,False,10000267,,,,,,,,,,,,,,,
ae5bf70183a473,NORTHLAKE DETENTION (BOP),GEO_Group MI-Northlake Detention (BOP),,MI,GTL,,2021-04-04T13:52:01.448Z,,,NORTHLAKE CORRECTIONAL FACILITY,"1805 W 32nd St, Baldwin, MI 49304, United States",-85.8392868,43.9285507,Lake County,ChIJBdWWghnEHogRjPY0Safo34w,MI,89.0,41.0,89.0,False,10000267,,,,,,,,,,,,,,,
c424d5b36370d8,THREE FORKS REGIONAL JAIL,,,KY,SECURUS,9331.0,2021-01-08T20:49:38.138Z,,,THREE FORKS REGIONAL JAIL,"2221 Fairgrounds Ridge Rd, Beattyville, KY 41311, United States",-83.7102044,37.6054549,Lee County,ChIJrx-z5VlkQ4gR02VCYCyjz6A,KY,89.0,89.0,89.0,False,10003667,,,,,,,,,,,,,,,
982166d3ae3b4e,TIPPECANOE COUNTY COMMUNITY CORRECTIONS,,,IN,SECURUS,9320.0,2021-03-01T18:24:29.390Z,,,TIPPECANOE COUNTY COMMUNITY CORRECTIONS,"2800 N 9th St, Lafayette, IN 47904, United States",-86.8763342,40.4574849,Tippecanoe County,ChIJeWAPco8DE4gRpPMl-OPzlNY,IN,89.0,89.0,89.0,False,10005607,,,,,,,,,,,,,,,
37fcf515eb5efd, WATERTOWN CORRECTIONAL FACILITY,,,NY,SECURUS,9314.0,2021-01-09T00:43:05.077Z,,,NEW YORK CITY CORRECTIONS DEPARTMENT,"New York, NY 10004, United States",-74.0159658,40.7057919,New York County,ChIJNRq8gRFawokRwDA_cGXuFVA,NY,48.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
5c331ec9b6e9fe,BEDFORD HEIGHTS CITY POLICE DEPT,,,OH,SECURUS,9329.0,2021-01-09T00:52:48.408Z,,,BEDFORD HEIGHTS POLICE DEPARTMENT,"5661 Perkins Rd, Bedford Heights, OH 44146, United States",-81.49801599999999,41.4052883,Cuyahoga County,ChIJYz_GoD0dMYgR0GPStVUDzyM,OH,75.0,89.0,89.0,False,10006963,,,,,,,,,,,,,,,
4b22ea8b9b1e6b,BUTLER COUNTY JAIL,BTRMO,Butler County Sheriffs Office,MO,ICS,9308.0,2021-03-06T02:48:59.694Z,,,BUTLER COUNTY SHERIFF'S DEPARTMENT,"200 Oak St, Poplar Bluff, MO 63901, United States",-90.3923969,36.757013,Butler County,ChIJo-2YN8Cw14cRwxVzFQssLkE,MO,89.0,50.0,89.0,False,10005415,,,,,,,,,,,,,,,
52c9fb5551995e,MERRIMACK COUNTY DOC,,,NH,SECURUS,9309.0,2021-01-09T00:27:58.059Z,,,MERRIMACK COUNTY JAIL,"314 Daniel Webster Hwy, Boscawen, NH 03303, United States",-71.6458069,43.3589133,Merrimack County,ChIJVfESVvQN4okRBx4NlRSzerQ,NH,86.0,89.0,89.0,False,10004119,,,,,,,,,,,,,,,
bde7cb6ad108b7, UPSTATE CORRECTIONAL FACILITY,,,NY,SECURUS,9310.0,2021-01-09T00:42:31.348Z,,,EDGECOMBE CORRECTIONAL FACILITY,"611 Edgecombe Ave, New York, NY 10032, United States",-73.9381405,40.8362963,New York County,ChIJMbaI6YL2wokR5ceZJkZTuUY,NY,89.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
93c280a6fc7877, MOHAWK CORRECTIONAL FACILITY,,,NY,SECURUS,9340.0,2021-01-09T00:40:18.107Z,,,NEW YORK CITY CORRECTIONS DEPARTMENT,"New York, NY 10004, United States",-74.0159658,40.7057919,New York County,ChIJNRq8gRFawokRwDA_cGXuFVA,NY,48.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
62948b1ff87f02, ROCHESTER CORRECTIONAL FACILITY,,,NY,SECURUS,9333.0,2021-01-09T00:41:17.332Z,,,NEW YORK CITY CORRECTIONS DEPARTMENT,"New York, NY 10004, United States",-74.0159658,40.7057919,New York County,ChIJNRq8gRFawokRwDA_cGXuFVA,NY,48.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
4a21fb3cdbb801, SOUTHPORT CORRECTIONAL FACILITY,,,NY,SECURUS,9332.0,2021-01-09T00:41:50.096Z,,,NEW YORK CITY CORRECTIONS DEPARTMENT,"New York, NY 10004, United States",-74.0159658,40.7057919,New York County,ChIJNRq8gRFawokRwDA_cGXuFVA,NY,48.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
0832264518e6c0, EASTERN NEW YORK CORRECTIONAL FACILITY,,,NY,SECURUS,9328.0,2021-01-09T00:37:36.795Z,,,NEW YORK CITY DEPARTMENT OF CORRECTIONS,"11-11 Hazen St, East Elmhurst, NY 11370, United States",-73.8965114,40.7706535,Queens County,ChIJTV-hunBfwokRInzF59Rs8P8,NY,46.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
c8cb1e00f22535, BARE HILL CORRECTIONAL FACILITY,,,NY,SECURUS,9327.0,2021-01-09T00:36:12.276Z,,,EDGECOMBE CORRECTIONAL FACILITY,"611 Edgecombe Ave, New York, NY 10032, United States",-73.9381405,40.8362963,New York County,ChIJMbaI6YL2wokR5ceZJkZTuUY,NY,89.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
19f370d649c01d, FRANKLIN CORRECTIONAL FACILITY,,,NY,SECURUS,9321.0,2021-01-09T00:38:19.602Z,,,NEW YORK CITY CORRECTIONS DEPARTMENT,"New York, NY 10004, United States",-74.0159658,40.7057919,New York County,ChIJNRq8gRFawokRwDA_cGXuFVA,NY,48.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
1d64f4b610edb9, GREENE CORRECTIONAL FACILITY,,,NY,SECURUS,9319.0,2021-01-09T00:39:00.309Z,,,NEW YORK CITY CORRECTIONS DEPARTMENT,"New York, NY 10004, United States",-74.0159658,40.7057919,New York County,ChIJNRq8gRFawokRwDA_cGXuFVA,NY,48.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
5842dafdc9b67c, CAROLE S YOUNG MEDICAL FACILITY,,,TX,SECURUS,9330.0,2021-01-09T01:56:44.011Z,,,CAROLE YOUNG MEDICAL FACILITY TDCJ,"5509 Attwater Ave, Dickinson, TX 77539, United States",-94.9815388,29.4277774,Galveston County,ChIJ6XfYcwZ8P4YRXgC-IJTstOQ,TX,85.0,89.0,89.0,False,10002897,,,,,,,,,,,,,,,
29521955e15ebd, WENDE CORRECTIONAL FACILITY,,,NY,SECURUS,9316.0,2021-01-09T00:43:14.545Z,,,METROPOLITAN CORRECTIONAL CENTER,"150 Park Row, New York, NY 10007, United States",-74.001505,40.71312940000001,New York County,ChIJNcdH_iNawokRwblTY2JAuR0,NY,63.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
d24f41ce8dc436, CAMBRIDGE SPRINGS STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,9335.0,2021-01-09T01:12:38.744Z,,,PENNSYLVANIA DEPARTMENT OF CORRECTIONS,"451 Fullerton Ave, Cambridge Springs, PA 16403, United States",-80.05397789999999,41.7972122,Crawford County,ChIJ7Us-DSn1MogR79RAdRTigBk,PA,34.0,89.0,89.0,False,10003048,,,,,,,,,,,,,,,
922d73c098917d, ELMIRA CORRECTIONAL FACILITY AND RECEPTION CENTER,,,NY,SECURUS,9326.0,2021-01-09T00:37:54.965Z,,,NEW YORK CITY DEPARTMENT OF CORRECTIONS,"11-11 Hazen St, East Elmhurst, NY 11370, United States",-73.8965114,40.7706535,Queens County,ChIJTV-hunBfwokRInzF59Rs8P8,NY,46.0,89.0,89.0,False,10003209,,,,,,,,,,,,,,,
3ac154e17b7ddb,BARRON COUNTY SHERIFF DEPT,,,WI,SECURUS,9336.0,2021-01-09T17:06:40.315Z,,,CHRIS FITZGERALD-BARRON COUNTY SHERIFF,"1420 WI-25, Barron, WI 54812, United States",-91.8491668,45.4140777,Barron County,ChIJS7n1X5firFIR3rVT7zCd9Qo,WI,89.0,89.0,89.0,False,10002530,,,,,,,,,,,,,,,
b26b88ea8e86d0,BROWN CREEK MINIMUM SECURITY,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:01:21.927Z,,,BROWN CREEK CORRECTIONAL INSTITUTION,"248 Prison Camp Rd, Polkton, NC 28135, United States",-80.17916509999999,34.988896,Anson County,ChIJa7ycmeJZVIgRwpGHW7Akt-4,NC,89.0,38.0,89.0,False,10001133,,,,,,,,,,,,,,,
4d138d86864f4d, MID STATE CORRECTIONAL FACILITY,,,NY,SECURUS,9339.0,2021-01-09T00:40:06.285Z,,,EDGECOMBE CORRECTIONAL FACILITY,"611 Edgecombe Ave, New York, NY 10032, United States",-73.9381405,40.8362963,New York County,ChIJMbaI6YL2wokR5ceZJkZTuUY,NY,81.0,89.0,89.0,False,10003206,,,,,,,,,,,,,,,
3f3b16bceb68ba,NAPA COUNTY JUVENILE PROBATION,,,CA,SECURUS,9337.0,2021-03-01T17:15:25.663Z,,,NAPA COUNTY JUVENILE HALL,"212 Walnut St, Napa, CA 94559, United States",-122.3000054,38.2880231,Napa County,ChIJ8ej-sUgGhYAR2XK9zPJswCg,CA,89.0,80.0,89.0,False,10005291,,,,,,,,,,,,,,,
e5e0c12370c99e,PRECINCT 1 WILKENS,BTMMD,Baltimore County Corrections,MD,ICS,9338.0,2021-03-06T02:49:25.943Z,,,BALTIMORE COUNTY POLICE DEPARTMENT,"901 Walker Ave, Catonsville, MD 21228, United States",-76.71630549999999,39.2598517,Baltimore County,ChIJaf1OVzMcyIkR5jHX6AKBTDM,MD,89.0,37.0,89.0,False,10000916,,,,,,,,,,,,,,,
434dd949b7de5a,JEFFERSON COUNTY CWC,Mississippi Department of Corrections,,MS,GTL,,2021-04-04T13:53:22.881Z,,,JEFFERSON COUNTY CWC,"101 Correction Rd, Fayette, MS 39069, United States",-91.0750274,31.6959154,Jefferson County,ChIJexaR5L6oKIYRxX7PD05-xZk,MS,89.0,89.0,89.0,False,10001819,,,,,,,,,,,,,,,
ba77b2f43dc8e4,RAMSEY COUNTY LAW ENFORCEMENT CENTER,,,MN,SECURUS,9323.0,2021-01-08T22:35:11.446Z,,,ADULT DETENTION CENTER (JAIL),"425 Grove St, St Paul, MN 55101, United States",-93.0863296,44.9562529,Ramsey County,ChIJbXmCT1jV94cRQdjrQE92tmM,MN,57.0,89.0,89.0,False,10002064,,,,,,,,,,,,,,,
70de8c70b2f226,LAURENS COUNTY JAIL,,,SC,SECURUS,9315.0,2021-01-09T01:23:01.615Z,,,LAURENS COUNTY DETENTION CENTER,"154 Templeton Rd, Laurens, SC 29360, United States",-81.9434473,34.4888228,Laurens County,ChIJc4AGizfpV4gRCmkkEhAurrU,SC,58.0,89.0,89.0,False,10005010,,,,,,,,,,,,,,,
e4044e10b1f7df,WILKES COUNTY SHERIFF'S OFFICE,,,GA,SECURUS,9318.0,2021-03-01T18:03:07.791Z,,,WILKES COUNTY SHERIFF’S OFFICE,"225 Andrew Dr, Washington, GA 30673, United States",-82.7224907,33.7217432,Wilkes County,ChIJbQzirnGl94gRaeRjqeKXHZM,GA,89.0,89.0,89.0,False,10004462,,,,,,,,,,,,,,,
cba487c47c75aa,OAK PARK HEIGHTS CORRECTIONAL,Minnesota Department of Corrections,,MN,GTL,,2021-04-04T13:52:45.558Z,,,MINNESOTA CORRECTIONAL FACILITY-OAK PARK HEIGHTS,"5329 N Osgood Ave, Oak Park Heights, MN 55082, United States",-92.8034569,45.0240239,Washington County,ChIJIbQqHD_KslIRBVyez2n4fds,MN,89.0,89.0,89.0,False,10001331,,,,,,,,,,,,,,,
7119402b6e81c6,RYAN CORRECTIONAL (RRF),Michigan Department of Corrections,,MI,GTL,,2021-04-04T13:55:00.619Z,,,DETROIT REENTRY CENTER,"17600 Ryan Rd, Detroit, MI 48212, United States",-83.060677,42.4237514,Wayne County,ChIJYaVUevTRJIgRvUHkIUX8yAM,MI,89.0,41.0,89.0,False,10001376,,,,,,,,,,,,,,,
d0e1347b79af1c, HUDSON CORRECTIONAL FACILITY,,,NY,SECURUS,9334.0,2021-01-09T00:39:29.826Z,,,NEW YORK CITY CORRECTION DEPARTMENT,"60 Hudson St # 600, New York, NY 10013, United States",-74.0086369,40.7177788,New York County,ChIJIU1Qth9awokRLyKpre1caS4,NY,48.0,89.0,89.0,False,10000767,,,,,,,,,,,,,,,
5c9a5f9902082a,VERNON COUNTY SHERIFF'S DEPT,,,WI,SECURUS,9311.0,2021-01-09T17:12:29.898Z,,,VERNON CO. SHERIFF'S OFFICE & DETENTION CENTER,"1320 Bad Axe Ct, Viroqua, WI 54665, United States",-90.8854024,43.5769222,Vernon County,ChIJK4bwm34N_IcRQwQYD-dKTk8,WI,70.0,89.0,89.0,False,10002581,,,,,,,,,,,,,,,
224af9b3f6a573,BROWN CREEK CORRECTIONAL,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:01:16.034Z,,,BROWN CREEK CORRECTIONAL INSTITUTION,"248 Prison Camp Rd, Polkton, NC 28135, United States",-80.17916509999999,34.988896,Anson County,ChIJa7ycmeJZVIgRwpGHW7Akt-4,NC,89.0,67.0,89.0,False,10001133,,,,,,,,,,,,,,,
2e1879bf461c06,LANESBORO CORRECTIONAL,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:57:31.789Z,,,LANESBORO CORRECTIONAL INSTITUTION,"552 Prison Camp Rd, Polkton, NC 28135, United States",-80.1819185,34.9862849,Anson County,ChIJpUjiV1FXVIgRohUJ1DeFJd0,NC,89.0,71.0,89.0,False,10001133,,,,,,,,,,,,,,,
49890bd9e38fb4,LANESBORO CORRECTIONAL,North Carolina Department of Corrections,,NC,GTL,,2021-04-04T14:03:38.200Z,,,LANESBORO CORRECTIONAL INSTITUTION,"552 Prison Camp Rd, Polkton, NC 28135, United States",-80.1819185,34.9862849,Anson County,ChIJpUjiV1FXVIgRohUJ1DeFJd0,NC,89.0,71.0,89.0,False,10001133,,,,,,,,,,,,,,,
5c9488f10bd068,BROWN CREEK CORRECTIONAL,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:55:17.412Z,,,BROWN CREEK CORRECTIONAL INSTITUTION,"248 Prison Camp Rd, Polkton, NC 28135, United States",-80.17916509999999,34.988896,Anson County,ChIJa7ycmeJZVIgRwpGHW7Akt-4,NC,89.0,67.0,89.0,False,10001133,,,,,,,,,,,,,,,
ec4aac87b6df07, BIRMINGHAM COMMUNITY WORK CENTER/RELEASE,,,AL,SECURUS,9312.0,2021-03-01T16:56:27.068Z,,,BIRMINGHAM WORK RELEASE,"1216 25th St N, Birmingham, AL 35234, United States",-86.8083438,33.53110100000001,Jefferson County,ChIJQfF_7J0biYgRsYQQ0jVjm9M,AL,79.0,89.0,89.0,False,10001204,,,,,,,,,,,,,,,
8b77b559b557f7,HINDS COUNTY RC,Mississippi Department of Corrections,,MS,GTL,,2021-04-04T13:53:15.913Z,,,HINDS COUNTY BOARD-SUPERVISORS,"316 S President St, Jackson, MS 39201, United States",-90.181805,32.296486,Hinds County,ChIJlXIvek4yKIYRaMevk8oARhM,MS,57.0,89.0,89.0,False,10001818,,,,,,,,,,,,,,,
76d7ef613d057f,WALKER COUNTY SHERIFFS DEPT,,,GA,SECURUS,9317.0,2021-03-01T18:03:00.439Z,,,WALKER COUNTY SHERIFF OFFICE,"105 S Duke St, LaFayette, GA 30728, United States",-85.28053270000001,34.7043906,Walker County,ChIJZ8augiI-YIgR1baOvrncibY,GA,89.0,83.0,89.0,False,10003882,,,,,,,,,,,,,,,
46921d98dc90f5,LOS ALAMOS POLICE DEPT DETENTION FACILITY,,,NM,SECURUS,9313.0,2021-01-09T00:30:21.683Z,,,LOS ALAMOS COUNTY POLICE DEPARTMENT,"2500 Trinity Dr # A, Los Alamos, NM 87544, United States",-106.3046255,35.881134,Los Alamos County,ChIJgZnP1VMSGIcR0H7lZS_0A1U,NM,89.0,79.0,89.0,False,10003777,,,,,,,,,,,,,,,
3310de442f1b49,JOHNSON CITY JAIL,,,TN,SECURUS,9322.0,2021-01-09T01:31:24.881Z,,,JOHNSON CITY POLICE,"601 E Main St, Johnson City, TN 37601, United States",-82.3426637,36.3212295,Washington County,ChIJXXk51Kp9WogR_xPjwIXzs2k,TN,68.0,89.0,89.0,False,10005450,,,,,,,,,,,,,,,
a7d95e096cd04c,BROWN CREEK MINIMUM SECURITY,NC_CRV-North Piedmont Center for Women,,NC,GTL,,2021-04-04T13:55:22.843Z,,,BROWN CREEK CORRECTIONAL INSTITUTION,"248 Prison Camp Rd, Polkton, NC 28135, United States",-80.17916509999999,34.988896,Anson County,ChIJa7ycmeJZVIgRwpGHW7Akt-4,NC,89.0,38.0,89.0,False,10001133,,,,,,,,,,,,,,,
9faba5c39e2bac,WILKINSON COUNTY CWC,Mississippi Department of Corrections,,MS,GTL,,2021-04-04T13:53:59.498Z,,,CORRECTIONS DEPT-COMM WORK CENTER,"84 Prison Ln, Woodville, MS 39669, United States",-91.2859533,31.0840035,Wilkinson County,ChIJA4E12vnZJYYR2EoQFnOxSRM,MS,33.0,89.0,89.0,False,10005591,,,,,,,,,,,,,,,
34b54948156e46,AVERY COUNTY SHERIFF'S OFFICE,,,NC,SECURUS,9324.0,2021-01-09T00:45:43.090Z,,,AVERY COUNTY COMMUNICATION,"300 Schultz Cir, Newland, NC 28657, United States",-81.9267849,36.0862929,Avery County,ChIJ10sgz42TUIgRDldHU8Eo0MA,NC,65.0,89.0,89.0,False,10005505,,,,,,,,,,,,,,,
42a4a836db8729,NORTHUMBERLAND COUNTY JAIL,NUMPA,Northumberland County Jail Administration Building,PA,ICS,9325.0,2021-03-06T02:49:29.364Z,,,NORTHUMBERLAND COUNTY JAIL,"720 Northumberland County Drive, Coal Township, PA 17866, United States",-76.4903727,40.7786505,Northumberland County,ChIJlzEYkFpfz4kRI-CYf71d3tI,PA,89.0,89.0,89.0,False,10000722,,,,,,,,,,,,,,,
d74d4fa29b0a14, ORLANDO WRC,,,FL,SECURUS,9346.0,2021-03-01T17:38:52.692Z,,,ORLANDO WORK RELEASE CENTER,"7300 Laurel Hill Dr, Orlando, FL 32818, United States",-81.4801635,28.5671291,Orange County,ChIJK83Rtjd454gReRSFyTrbcus,FL,90.0,78.0,90.0,False,10000461,,,,,,,,,,,,,,,
72bcc8741a1989,TARRANT COUNTY GREENBAY FACILITY,,,TX,SECURUS,9352.0,2021-01-09T01:53:06.119Z,,,TARRANT COUNTY GREEN BAY FACILITY,"2500 Urban Dr, Fort Worth, TX 76106, United States",-97.314725,32.8361049,Tarrant County,ChIJv-Cbu052ToYRvM_7AZNQjJw,TX,72.0,90.0,90.0,False,10000167,,,,,,,,,,,,,,,
4ed7d28adf3897,FERGUS COUNTY SHERIFF'S DEPT,,,MT,SECURUS,9344.0,2021-01-09T00:19:21.614Z,,,FERGUS COUNTY SHERIFF & JAIL,"121 8th Ave S, Lewistown, MT 59457, United States",-109.4304191,47.06178209999999,Fergus County,ChIJiYmZ6qbUQFMRDbreyyQUarY,MT,89.0,90.0,90.0,False,10005666,,,,,,,,,,,,,,,
6f2ea993dc2071,GILES W. DALBY CORRECTIONAL FACILITY,GWDTX,Giles W. Dalby Correctional Facility,TX,ICS,9351.0,2021-03-06T02:48:22.746Z,,,GILES W DALBY CORRECTIONAL FACILITY,"805 N Avenue F, Post, TX 79356, United States",-101.3732288,33.2011911,Garza County,ChIJfR2SAWz-_oYRzr9XKIKzmFQ,TX,90.0,90.0,90.0,False,10000159,,,,,,,,,,,,,,,
12439ee183daa4, WASHINGTON CORRECTIONAL FACILITY,,,NY,SECURUS,9343.0,2021-01-09T00:42:53.529Z,,,EDGECOMBE CORRECTIONAL FACILITY,"611 Edgecombe Ave, New York, NY 10032, United States",-73.9381405,40.8362963,New York County,ChIJMbaI6YL2wokR5ceZJkZTuUY,NY,89.0,90.0,90.0,False,10003209,,,,,,,,,,,,,,,
2e43c558cca153,CLAY COUNTY DETENTION CENTER,CLAMS,Clay County Sheriffs Office,MS,ICS,9348.0,2021-03-06T02:48:40.312Z,,,CLAY COUNTY SHERIFF,"218 W Broad St, West Point, MS 39773, United States",-88.6531066,33.6049995,Clay County,ChIJUx3utODPhogRsABbaTGYYG0,MS,48.0,90.0,90.0,False,10005549,,,,,,,,,,,,,,,
2c65d53333111d,GREENE CNTY MS,,,MS,GTL,,2021-04-04T13:52:31.498Z,,,GEORGE COUNTY REGIONAL CORRECTIONAL FACILITY,"154 Industrial Park Rd, Lucedale, MS 39452, United States",-88.5873764,30.930456,George County,ChIJOUjlJ1d2m4gRXVgT8ZdcO4c,MS,90.0,29.0,90.0,False,10004261,,,,,,,,,,,,,,,
6dc9cf9b935def,MCDUFFIE COUNTY SHERIFF'S OFFICE,,,GA,SECURUS,9354.0,2021-03-01T18:01:10.308Z,,,MCDUFFIE COUNTY SHERIFF'S OFFICE,"751 Public Safety Dr, Thomson, GA 30824, United States",-82.4817316,33.4563165,McDuffie County,ChIJcaQpNo5z94gRY94Xm0xiHpI,GA,90.0,90.0,90.0,False,10004469,,,,,,,,,,,,,,,
9dfec7bb0b5421, WEST PALM BEACH WRC,,,FL,SECURUS,9349.0,2021-03-01T17:43:46.977Z,,,ATLANTIC WORK RELEASE CENTER,"263 Fairgrounds Rd, West Palm Beach, FL 33411, United States",-80.1928038,26.6827142,Palm Beach County,ChIJJTn18i0v2YgRBTSPwoBsQL4,FL,90.0,27.0,90.0,False,10000519,,,,,,,,,,,,,,,
97d9f0b3c4a0ba, ATLANTIC WRC,,,FL,SECURUS,9353.0,2021-03-01T17:28:37.654Z,,,ATLANTIC WORK RELEASE CENTER,"263 Fairgrounds Rd, West Palm Beach, FL 33411, United States",-80.1928038,26.6827142,Palm Beach County,ChIJJTn18i0v2YgRBTSPwoBsQL4,FL,90.0,80.0,90.0,False,10000519,,,,,,,,,,,,,,,
4e42896b50ff11,HILLSBOROUGH COUNTY DEPARTMENT OF CORRECTIONS,HILNH,Hillsborough County,NH,ICS,9350.0,2021-03-06T02:49:32.746Z,,,HILLSBOROUGH COUNTY HOUSE OF CORRECTIONS,"445 Willow St, Manchester, NH 03103, United States",-71.4612753,42.9808107,Hillsborough County,ChIJ23sar9tO4okRTVceWpfLwSo,NH,90.0,90.0,90.0,False,10001019,,,,,,,,,,,,,,,
b3965c4a8168d8,WHITE RIVER REGIONAL JUVENILE,,,AR,SECURUS,9345.0,2021-03-01T17:13:04.294Z,,,WHITE RIVER JUVENILE DETENTION CENTER,"105 County Yard Rd, Batesville, AR 72501, United States",-91.6250377,35.79355530000001,Independence County,ChIJh9--CLnb04cRg9QIzrEBZko,AR,90.0,82.0,90.0,False,10003610,,,,,,,,,,,,,,,
55472d9af14180,HARRIS COUNTY INMATE PROCESSING CENTER,,,TX,SECURUS,9341.0,2021-01-09T01:43:40.696Z,,,HARRIS COUNTY SHERIFF'S INMATE PROCESSING CENTER,"1201 Commerce St, Houston, TX 77002, United States",-95.3570627,29.76247649999999,Harris County,ChIJD35-sii_QIYRiMsX526e9qM,TX,87.0,90.0,90.0,False,10002865,,,,,,,,,,,,,,,
93e3c9686d579c,LOMPOC FCC,,,CA,GTL,,2021-04-04T13:53:01.553Z,,,FEDERAL BUREAU OF PRISONS,"3901 Klein Blvd, Lompoc, CA 93436, United States",-120.5055489,34.6762683,Santa Barbara County,ChIJGZ9NV5MY7IARRujdvbwc6HY,CA,29.0,90.0,90.0,False,10000863,,,,,,,,,,,,,,,
780c0dbf271744,LAKE COUNTY ADULT CORRECTIONAL FACILITY,,,IL,SECURUS,9342.0,2021-03-01T18:15:38.783Z,,,LAKE COUNTY ADULT CORRECTIONS FACILITY,"20 S County St, Waukegan, IL 60085, United States",-87.8333129,42.358632,Lake County,ChIJDfLYLmrtD4gRcolRBfW053Y,IL,80.0,90.0,90.0,False,10002254,,,,,,,,,,,,,,,
1f85bbe2e703c0,HARRIS COUNTY WALLISVILLE ROAD JAIL,,,TX,SECURUS,9347.0,2021-01-09T01:46:09.914Z,,,HARRIS COUNTY SHERIFF'S OFFICE WALLISVILLE SUBSTATION,"14350 Wallisville Rd, Houston, TX 77049, United States",-95.1933038,29.804672,Harris County,ChIJe3Crp_OkQIYRWs19ZAcMgfI,TX,74.0,90.0,90.0,False,10002868,,,,,,,,,,,,,,,
ed4238994b84f4,TUCSON FCC,Federal Bureau of Prisons AZ-Tucson FCC,,AZ,GTL,,2021-04-04T12:40:40.334Z,,,FEDERAL BUREAU OF PRISONS,"9300 S Wilmot Rd, Tucson, AZ 85756, United States",-110.865276,32.0847301,Pima County,ChIJaUuvHw9j1oYR1GYLi7egaVI,AZ,29.0,90.0,90.0,False,10000624,,,,,,,,,,,,,,,
b3b8d11c9cdaf5,ANACONDA POLICE DEPT,,,MT,SECURUS,9356.0,2021-01-09T00:17:52.493Z,,,ANACONDA DEER LODGE COUNTY POLICE DEPARTMENT,"800 Oak St, Anaconda, MT 59711, United States",-112.9541013,46.12291510000001,Deer Lodge County,ChIJRbb9pDKXW1MR1ldET3IhKOY,MT,91.0,57.0,91.0,False,10001160,,,,,,,,,,,,,,,
79b63b98db8118,GWINNETT COUNTY WORK RELEASE CENTER,,,GA,SECURUS,9364.0,2021-03-01T17:59:37.066Z,,,THE GWINNETT COUNTY DEPARTMENT OF CORRECTIONS,"750 Hi Hope Rd, Lawrenceville, GA 30043, United States",-83.9745915,33.9845396,Gwinnett County,ChIJV-Qm7Mq_9YgRo-zsZ8qL1BY,GA,47.0,91.0,91.0,False,10002111,,,,,,,,,,,,,,,
f3152734e82b24,OSCEOLA CRIMINAL JUSTICE CENTER,,,AR,SECURUS,9361.0,2021-03-01T17:12:56.879Z,,,NORTHEAST ARKANSAS COMMUNITY CORRECTIONS,"1351 E County Rd 732, Osceola, AR 72370, United States",-89.9898559,35.6830498,Mississippi County,ChIJ2ZqfwY1Yf4gRJ6JhzWhGZi4,AR,91.0,49.0,91.0,False,10000065,,,,,,,,,,,,,,,
