,id,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,createdAt,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,index_right,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Le_1,SHAPE_Area,g_name_sim,internal_name_sim,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override
887,888,CLATSOP COUNTY SHERIFF'S OFFICE,,,OR,SECURUS,,2021-01-09T01:09:42.880Z,,,CLATSOP COUNTY SHERIFF'S OFFICE,"1190 SE 19th St, Warrenton, OR 97146, United States",-123.9084785,46.1464837,Clatsop County,ChIJeaX4EEt7k1QRI_12OgAPSHk,OR,6437,6438,10005742,NORTH COAST YOUTH CORRECTIONAL FACILITY,1250 SOUTHEAST 19TH STREET,WARRENTON,OR,97146,-999,(503) 861-7190,STATE,CLOSED,0,CLATSOP,41007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.oregon.gov/oya/Pages/facility_services.aspx,2018-01-04,IMAGERY/OTHER,2020-01-24,http://www.oregon.gov/OYA/pages/facilities/northcoast.aspx,JUVENILE,50,0.00406612502753,537.8363843069684,3.72057645e-07,37,37,,,,,,,,,,
888,889,COLUMBIA COUNTY JAIL,,,OR,SECURUS,,2021-01-09T01:09:58.692Z,,,COLUMBIA COUNTY JAIL,"901 Port Ave, St Helens, OR 97051, United States",-122.8188355,45.8485631,Columbia County,ChIJdc8a-8RRlFQRjkii8K6dKQU,OR,174,175,10002952,COLUMBIA COUNTY JAIL,901 PORT AVE,ST. HELENS,OR,97051,-999,(503) 366-4611,COUNTY,OPEN,140,COLUMBIA,41009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.columbia.or.us/sheriff/,2018-04-16,IMAGERY/OTHER,2020-01-24,http://www.co.columbia.or.us/sheriff/,NOT AVAILABLE,255,0.00377126785664,489.7460652402153,5.68404304e-07,100,100,,,,,,,,,,
889,890,JEFFERSON COUNTY SHERIFF'S OFFICE,,,OR,SECURUS,,2021-01-09T01:10:07.411Z,,,JEFFERSON COUNTY SHERIFF'S OFFICE,"675 NW Cherry Ln, Madras, OR 97741, United States",-121.1472241,44.6637502,Jefferson County,ChIJIdsQxe3rvlQR623uoZ_Diu0,OR,323,324,10001308,JEFFERSON COUNTY DETENTION FACILITY,675 NW CHERRY LN,MADRAS,OR,97741,-999,(541) 475-2869,COUNTY,OPEN,90,JEFFERSON,41031,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.jeffco.net/sheriff,2018-04-16,IMAGERY/OTHER,2020-01-24,https://www.jeffco.net/sheriff,MAXIMUM,160,0.00466238683645,599.8789780011058,1.191959495e-06,65,65,,,,,,,,,,
890,891,JOSEPHINE COUNTY ADULT JAIL,,,OR,SECURUS,,2021-01-09T01:10:15.383Z,,,JOSEPHINE COUNTY JAIL,"1901 NE F St, Grants Pass, OR 97526, United States",-123.3035134,42.4333117,Josephine County,ChIJTbCQF9V7xVQRpwAq66XqTSg,OR,6426,6427,10002986,ROGUE VALLEY YOUTH CORRECTIONAL FACILITY,2001 NE F ST,GRANTS PASS,OR,97526,4813,(541) 471-2862,STATE,OPEN,86,JOSEPHINE,41033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.oregon.gov/oya/pages/pso/prea.aspx,2015-07-27,IMAGERY/OTHER,2020-01-24,https://www.oregon.gov/oya/pages/facilities/rogue.aspx,JUVENILE,100,0.00487409508544,628.7295973017793,1.191974286e-06,36,36,,,,,,,,,,
890,891,JOSEPHINE COUNTY ADULT JAIL,,,OR,SECURUS,,2021-01-09T01:10:15.383Z,,,JOSEPHINE COUNTY JAIL,"1901 NE F St, Grants Pass, OR 97526, United States",-123.3035134,42.4333117,Josephine County,ChIJTbCQF9V7xVQRpwAq66XqTSg,OR,325,326,10002985,JOSEPHINE COUNTY ADULT JAIL,1901 NE F ST,GRANTS PASS,OR,97526,-999,(541) 474-5123,COUNTY,OPEN,133,JOSEPHINE,41033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.josephine.or.us/SectionIndex.asp?SectionID=180,2018-04-16,IMAGERY/OTHER,2020-01-24,http://www.co.josephine.or.us/SectionIndex.asp?SectionID=180,NOT AVAILABLE,262,0.00433620016483,545.4476999006604,6.79215678e-07,100,100,,,,,,,,,,
891,892,KLAMATH COUNTY SHERIFF'S OFFICE,,,OR,SECURUS,,2021-01-09T01:10:24.094Z,,,KLAMATH COUNTY SHERIFF'S OFFICE,"3300 Vandenberg Ave, Klamath Falls, OR 97603, United States",-121.7492507,42.2221161,Klamath County,ChIJQYwHWKvVyFQR5i3d8GuOBwY,OR,203,204,10006844,KLAMATH COUNTY JUVENILE DEPARTMENT,3331 VANDENBERG ROAD,KLAMATH FALLS,OR,97601,-999,(541) 884-4167,COUNTY,OPEN,-999,KLAMATH,41035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.klamathcounty.org/329/Juvenile,2018-04-17,IMAGERY/OTHER,2020-01-24,https://www.klamathcounty.org/329/Juvenile,JUVENILE,-999,0.00336776949762,422.74845087763566,3.69977862e-07,62,62,,,,,,,,,,
891,892,KLAMATH COUNTY SHERIFF'S OFFICE,,,OR,SECURUS,,2021-01-09T01:10:24.094Z,,,KLAMATH COUNTY SHERIFF'S OFFICE,"3300 Vandenberg Ave, Klamath Falls, OR 97603, United States",-121.7492507,42.2221161,Klamath County,ChIJQYwHWKvVyFQR5i3d8GuOBwY,OR,336,337,10002983,KLAMATH COUNTY JAIL,3201 VANDENBERG RD,KLAMATH FALLS,OR,97603,-999,(541) 883-4197,COUNTY,OPEN,124,KLAMATH,41035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.klamathcounty.org/307/Divisions,2018-04-17,IMAGERY/OTHER,2020-01-24,http://www.klamathcounty.org/307/Divisions,NOT AVAILABLE,192,0.00559392451316,709.4421939817478,7.83741878e-07,85,85,,,,,,,,,,
892,893,MULTNOMAH COUNTY DETENTION CENTER,,,OR,SECURUS,,2021-01-09T01:10:32.809Z,,,MULTNOMAH COUNTY JUSTICE CENTER,"1120 SW 3rd Ave, Portland, OR 97204, United States",-122.676989,45.5152078,Multnomah County,ChIJSb3Y2g8KlVQRaOZMCkJpNrY,OR,562,563,10002960,MULTNOMAH COUNTY DETENTION CENTER,1120 SW THIRD AVE,PORTLAND,OR,97204,-999,(503) 988-3689,COUNTY,OPEN,399,MULTNOMAH,41051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mcso.us/site/prea.php,2017-02-22,IMAGERY/OTHER,2020-01-24,https://www.mcso.us/site/corrections.php,MAXIMUM,448,0.00274056072505,357.55552662638627,4.4905819e-07,85,100,,,,,,,,,,
893,894,MULTNOMAH COUNTY INVERNESS JAIL,,,OR,SECURUS,,2021-01-09T01:10:42.267Z,,,MULTNOMAH COUNTY INVERNESS JAIL,"11540 NE Inverness Dr, Portland, OR 97220, United States",-122.5432988,45.5635822,Multnomah County,ChIJ3dUrEvOjlVQRxKlnshZLbew,OR,222,223,10002959,MULTNOMAH COUNTY INVERNESS JAIL,11540 NE INVERNESS DR,PORTLAND,OR,97220,-999,(503) 988-5060,COUNTY,OPEN,756,MULTNOMAH,41051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mcso.us/site/prea.php,2017-02-24,IMAGERY/OTHER,2020-01-24,https://www.mcso.us/site/corrections.php,MEDIUM,1037,0.00818874976796,1021.3982131666958,2.063539404e-06,100,100,,,,,,,,,,
895,896,BUTLER COUNTY PRISON,,,PA,SECURUS,,2021-01-09T01:11:09.880Z,,,BUTLER COUNTY PRISON,"202 S Washington St, Butler, PA 16001, United States",-79.8975622,40.85949799999999,Butler County,ChIJ4fvqKcBiM4gRcp6m9iBgVxI,PA,352,353,10003981,BUTLER COUNTY PRISON,202 SOUTH WASHINGTON STREET,BUTLER,PA,16001,5752,(724) 284-5256,COUNTY,OPEN,313,BUTLER,42019,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",2018-04-17,IMAGERY/OTHER,2020-01-28,http://www.co.butler.pa.us/county-prison,NOT AVAILABLE,564,0.00249830273442,311.3927687007796,3.64187493e-07,100,100,,,,,,,,,,
896,897,CRAWFORD COUNTY CORRECTIONAL FACILITY,,,PA,SECURUS,,2021-01-09T01:11:19.813Z,,,CRAWFORD COUNTY CORRECTIONAL FACILITY,"2100 Independence Dr, Saegertown, PA 16433, United States",-80.1289481,41.70685580000001,Crawford County,ChIJXRT_RelYMogRbxenTLjQD6k,PA,1593,1594,10002264,CRAWFORD COUNTY CORRECTIONAL FACILITY,2100 INDEPENDENCE DR,SAEGERTOWN,PA,16433,5040,(814) 763-1190,COUNTY,OPEN,286,CRAWFORD,42039,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",2018-04-17,IMAGERY/OTHER,2020-01-29,https://www.crawfordcountypa.net/CCCF/pages/home.aspx,NOT AVAILABLE,282,0.00566843154837,711.8001866107875,8.53813252e-07,100,100,,,,,,,,,,
897,898,ERIE COUNTY COMMUNITY CORRECTIONAL FACILITY,,,PA,SECURUS,,2021-01-09T01:11:28.742Z,,,ERIE COMMUNITY CORRECTION CENTER,"137 W 2nd St, Erie, PA 16507, United States",-80.090217,42.131834,Erie County,ChIJ0d3bePp_LYgRU4Ce6Gtfgf8,PA,2571,2572,10006376,ERIE CCC,137 WEST 2ND STREET,ERIE,PA,16507,-999,(814) 456-9112,STATE,OPEN,0,ERIE,42049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.yourerie.com/news/local-news/erie-community-corrections-facility-gives-tour-to-show-day-to-day-operations/,2017-10-10,IMAGERY/OTHER,2020-01-29,NOT AVAILABLE,MINIMUM,-999,0.0026883538054,338.3164462882473,2.9310786e-07,67,67,,,,,,,,,,
898,899,ERIE COUNTY PRISON,,,PA,SECURUS,,2021-01-09T01:11:37.697Z,,,ERIE COUNTY PRISON,"1618 Ash St, Erie, PA 16503, United States",-80.06675,42.124141,Erie County,ChIJufyokNl_LYgRvXJknWgQpGc,PA,272,273,10003043,ERIE COUNTY PRISON,1618 ASH ST,ERIE,PA,16503,2168,(814) 451-7500,COUNTY,OPEN,624,ERIE,42049,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",2018-04-17,IMAGERY/OTHER,2020-01-29,NOT AVAILABLE,MAXIMUM,902,0.0101701201695,1299.3326750711221,3.66030326e-06,100,100,,,,,,,,,,
898,899,ERIE COUNTY PRISON,,,PA,SECURUS,,2021-01-09T01:11:37.697Z,,,ERIE COUNTY PRISON,"1618 Ash St, Erie, PA 16503, United States",-80.06675,42.124141,Erie County,ChIJufyokNl_LYgRvXJknWgQpGc,PA,3428,3429,10003044,ERIE COUNTY PRE-RELEASE CENTER,450 E 16TH ST,ERIE,PA,16503,-999,(814) 451-7500,COUNTY,OPEN,-999,ERIE,42049,USA,922140,CORRECTIONAL INSTITUTIONS,https://eriecountypa.gov/departments/corrections/,2020-05-28,IMAGERY/OTHER,2020-01-29,NOT AVAILABLE,MINIMUM,208,0.0026084843915,322.5540390483767,3.72343281e-07,76,76,,,,,,,,,,
899,900,LANCASTER COUNTY PRISON,,,PA,SECURUS,,2021-01-09T01:11:46.816Z,,,LANCASTER COUNTY PRISON,"625 E King St, Lancaster, PA 17602, United States",-76.2924592,40.04045430000001,Lancaster County,ChIJ43QGdsAkxokR6fBqGNgwZWg,PA,1631,1632,10000734,LANCASTER COUNTY PRISON,625 EAST KING ST,LANCASTER,PA,17602,3911,(717) 299-7800,COUNTY,OPEN,847,LANCASTER,42071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",2018-04-18,IMAGERY/OTHER,2020-01-29,https://co.lancaster.pa.us/169/Law-Justice,NOT AVAILABLE,1102,0.00460633464958,560.1207196181246,1.240324654e-06,100,100,,,,,,,,,,
900,901,LANCASTER COUNTY YOUTH INTERVENTION CENTER,,,PA,SECURUS,,2021-01-09T01:12:00.020Z,,,LANCASTER COUNTY YOUTH INTERVENTION CENTER,"235 Circle Ave, Lancaster, PA 17602, United States",-76.28357299999999,40.033035,Lancaster County,ChIJB88ek8UkxokRbEgZuczLdF4,PA,1030,1031,10005235,LANCASTER COUNTY YOUTH INTERVENTION CENTER,235 CIRCLE AVE,LANCASTER,PA,17602,-999,(717) 299-7821,COUNTY,OPEN,41,LANCASTER,42071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lcyic.com/home.htm,2016-10-25,IMAGERY/OTHER,2020-01-29,http://www.lcyic.com/home.htm,JUVENILE,96,0.0043297399667,555.1192548821199,1.150583465e-06,100,100,,,,,,,,,,
902,903, ALBION STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:12:18.884Z,,,STATE CORRECTIONAL INSTITUTION - ALBION,"10745 PA-18, Albion, PA 16475, United States",-80.3633121,41.8786984,Erie County,ChIJT64OUnxpMogRXXMiIG6QtSA,PA,6445,6446,10000709,SCI ALBION,10745 STATE RT 18,ALBION,PA,16475,0001,(814) 756-5778,STATE,OPEN,2287,ERIE,42049,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx, https://www.facebook.com/pages/Schuylkill-County-Prison/150803938280202",2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,CLOSE,2152,0.0200799434404,2564.627786349191,2.5956689533e-05,75,75,,,,,,,,,,
903,904, BENNER TOWNSHIP STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:12:28.145Z,,,SCI BENNER TOWNSHIP,"301 Institution Dr, Bellefonte, PA 16823, United States",-77.7780752,40.8592307,Centre County,ChIJW07WapCkzokRc73M4ZZ-LwA,PA,6446,6447,10006363,SCI BENNER TOWNSHIP,301 INSTITUTION DRIVE,BELLEFONTE,PA,16823,-999,(814) 353-3630,STATE,OPEN,2111,CENTRE,42027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1900,0.0172737712485,2173.35695459564,1.9697625463e-05,100,88,,,,,,,,,,
904,905, CAMBRIDGE SPRINGS STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:12:38.744Z,,,PENNSYLVANIA DEPARTMENT OF CORRECTIONS,"451 Fullerton Ave, Cambridge Springs, PA 16403, United States",-80.05397789999999,41.7972122,Crawford County,ChIJ7Us-DSn1MogR79RAdRTigBk,PA,6448,6449,10003048,SCI CAMBRIDGE SPRINGS,451 FULLERTON AVE,CAMBRIDGE SPRINGS,PA,16403,1238,(814) 398-5400,STATE,OPEN,1211,CRAWFORD,42039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MINIMUM,1018,0.0151749137485,1956.91208838075,1.0966013111e-05,34,89,,,,,,,,,,
905,906, CAMP HILL STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:12:47.929Z,,,SCI CAMP HILL RANGE,"2500 Lisburn Rd, Camp Hill, PA 17011, United States",-76.92653899999999,40.215886,Cumberland County,ChIJW4TLIAHCyIkRqNoX-G5-TsE,PA,6449,6450,10000733,SCI CAMP HILL,2500 LISBURN RD.,CAMP HILL,PA,17001,-999,(717) 737-4531,STATE,OPEN,3484,CUMBERLAND,42041,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NOT AVAILABLE,3272,0.0218626251228,2705.452788656178,2.419449974e-05,100,82,,,,,,,,,,
906,907, CHESTER STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:13:00.863Z,,,SCI CHESTER,"500 E 4th St, Chester, PA 19013, United States",-75.3516276,39.8512493,Delaware County,ChIJ_5t-L_DnxokRNd8anjx4KpA,PA,6447,6448,10003117,SCI CHESTER,500 EAST FOURTH ST,CHESTER,PA,19013,-999,(610) 490-5412,STATE,OPEN,1271,DELAWARE,42045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1178,0.00873366186254,1103.8124477349922,4.036641968e-06,100,78,,,,,,,,,,
907,908, COAL TOWNSHIP STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:13:26.097Z,,,SCI COAL TOWNSHIP,"1 Kelley Dr, Coal Township, PA 17866, United States",-76.5552235,40.806485,Northumberland County,ChIJI4ycDfpdz4kRU0zQXyeYF4Q,PA,6452,6453,10003064,SCI COAL TOWNSHIP,1 KELLEY DR,COAL TOWNSHIP,PA,17866,1020,(570) 644-7890,STATE,OPEN,2320,NORTHUMBERLAND,42097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2153,0.0200607908385,2464.1204972708892,2.1255952276e-05,100,87,,,,,,,,,,
910,911, FAYETTE STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:13:53.793Z,,,STATE CORRECTIONAL INSTITUTION FAYETTE,"421 Labelle Rd, La Belle, PA 15450, United States",-79.98804319999999,40.0002927,Fayette County,ChIJOdVdAyAPNYgRYoytI50-7UY,PA,6450,6451,10003109,SCI FAYETTE,50 OVERLOOK DR,LABELLE,PA,15450,-999,(724) 364-2200,STATE,OPEN,2195,FAYETTE,42051,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1826,0.0198698103154,2490.2844310423106,2.256817751e-05,78,78,,,,,,,,,,
911,912, FOREST STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:08.919Z,,,SCI FOREST STATE PENITENTIARY,"153 Woodland Dr, Marienville, PA 16239, United States",-79.1008918,41.4820964,Forest County,ChIJ3xRU6v0jzYkRHYWXdLI_i4g,PA,6456,6457,10003052,SCI FOREST,286 WOODLAND DR,MARIENVILLE,PA,16239,-999,(814) 621-2110,STATE,OPEN,2392,FOREST,42053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1961,0.0190376276411,2419.021649674147,2.2969410054e-05,100,75,,,,,,,,,,
912,913, FRACKVILLE STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:18.448Z,,,SCI FRACKVILLE,"1111 Altamont Blvd, Frackville, PA 17931, United States",-76.2082638,40.7711373,Schuylkill County,ChIJi82I9iqTxYkRUs3I2tfjKpc,PA,6458,6459,10003074,SCI FRACKVILLE,1111 ALTAMONT BLVD,FRACKVILLE,PA,17931,2699,(570) 874-4516,STATE,OPEN,1229,SCHUYLKILL,42107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1125,0.0144891041067,1834.714444715688,1.0104740764e-05,100,83,,,,,,,,,,
913,914, GREENE STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:28.019Z,,,SCI GREENE,"175 Progress Dr, Waynesburg, PA 15370, United States",-80.13842559999999,39.9046307,Greene County,ChIJK0qNCTKgNYgR9R2IJCemYts,PA,833,834,10006379,PROGRESS CCC,179 PROGRESS AVENUE,WAYNESBURG,PA,15370,8090,(724) 852-5560,STATE,OPEN,0,GREENE,42059,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cor.pa.gov/Facilities/CommunityCorrections/Documents/Region%203.pdf,2017-10-10,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/CommunityCorrections/Pages/default.aspx#.VmXGTrgrJaQ,MINIMUM,-999,0.0054149537766,676.1105637614144,7.03334283e-07,36,33,,,,,,,,,,
913,914, GREENE STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:28.019Z,,,SCI GREENE,"175 Progress Dr, Waynesburg, PA 15370, United States",-80.13842559999999,39.9046307,Greene County,ChIJK0qNCTKgNYgR9R2IJCemYts,PA,1684,1685,10003121,SCI GREENE,175 PROGRESS DR,WAYNESBURG,PA,15370,-999,(724) 852-2902,STATE,OPEN,1695,GREENE,42059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,CLOSE,1478,0.0178799429873,2262.5077653619733,1.8328832407e-05,100,75,,,,,,,,,,
914,915, HOUTZDALE STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:38.584Z,,,CORRECTIONS DEPARTMENT,"209 Institution Dr, Houtzdale, PA 16651, United States",-78.3579762,40.8129284,Clearfield County,ChIJIwqxG0tyzIkR1drdL23t7jU,PA,6455,6456,10000721,SCI HOUTZDALE,209 INSTITUTION DR,HOUTZDALE,PA,16698,1000,(814) 378-1000,STATE,OPEN,2568,CLEARFIELD,42033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2365,0.0214255692331,2611.736752416562,2.5941540629e-05,29,82,,,,,,,,,,
915,916, HUNTINGDON STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:48.417Z,,,SCI HUNTINGDON,"1100 Pike St, Huntingdon, PA 16654, United States",-78.0277236,40.4917021,Huntingdon County,ChIJVUj-Kazky4kRwBJtKJJQq8g,PA,6457,6458,10000728,SCI HUNTINGDON,1100 PIKE ST,HUNTINGDON,PA,16654,1112,(814) 643-2400,STATE,OPEN,2208,HUNTINGDON,42061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1804,0.0148924577654,1883.8248564320988,8.59158346e-06,100,83,,,,,,,,,,
925,926, SMITHFIELD STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:16:23.033Z,,,SCI SMITHFIELD,"1100 Pike St, Huntingdon, PA 16654, United States",-78.026977,40.49096220000001,Huntingdon County,ChIJFdJal67ky4kROdcqFoDc1nI,PA,6457,6458,10000728,SCI HUNTINGDON,1100 PIKE ST,HUNTINGDON,PA,16654,1112,(814) 643-2400,STATE,OPEN,2208,HUNTINGDON,42061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1804,0.0148924577654,1883.8248564320988,8.59158346e-06,50,29,,,,,,,,,,
916,917, LAUREL HIGHLANDS STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:14:57.059Z,,,SCI LAUREL HIGHLANDS,"5706 Glades Pike, Somerset, PA 15501, United States",-79.0431589,40.0035547,Somerset County,ChIJzd6ktqLdyokRVff_gN0a_4Y,PA,6461,6462,10003107,SCI LAUREL HIGHLANDS,5706 GLADES PIKE,SOMERSET,PA,15501,-999,(814) 445-6501,STATE,OPEN,1576,SOMERSET,42111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1571,0.0198937564517,2504.405232331319,1.945039837e-05,100,89,,,,,,,,,,
917,918, MAHANOY STATE CORRECTIONAL INSTITUTION,,,PA,SECURUS,,2021-01-09T01:15:05.041Z,,,SCI MAHANOY,"301 Morea Rd, Frackville, PA 17932, United States",-76.1779966,40.7912294,Schuylkill County,ChIJoYBsa2yUxYkR5pegQrJ4byA,PA,1015,1016,10003073,SCI MAHANOY,301 MOREA RD,FRACKVILLE,PA,17932,-999,(570) 773-2158,STATE,OPEN,2363,SCHUYLKILL,42107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017-11-30,IMAGERY/OTHER,2020-01-30,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2304,0.0236605289238,2929.240045323861,2.8147539024e-05,100,78,,,,,,,,,,
